listing_id,zipcode,latitude,longitude,property_type,room_type,bathrooms,bedrooms,beds,minimum_nights,host_listings_count,instant_bookable,cancellation_policy,is_business_travel_ready,price_per_person,host_is_superhost
2761822,28806,35.58097185,-82.57643286,House,Entire home/apt,1.5,3,3,2,1,f,strict,,46.5,f
2781718,28715,35.44858753,-82.74453438,Cabin,Entire home/apt,1,2,2,2,1,f,moderate,,27,t
2790381,28805,35.59888729,-82.46485853,House,Entire home/apt,2,2,2,2,2,t,strict,,48.75,f
2793430,28805,35.62189999,-82.50246015,House,Private room,1,1,1,2,5,f,moderate,,39.5,f
2801334,28801,35.60921377,-82.56772432,Guest suite,Entire home/apt,1,1,1,30,14,f,super_strict_60,f,107.5,t
2810539,28732,35.48721384,-82.41730445,House,Private room,1,1,2,1,1,f,moderate,,26.25,f
2842035,28805,35.57961,-82.47513,Cabin,Entire home/apt,2,2,3,30,2,t,strict_14_with_grace_period,f,38,t
2843256,28806,35.57029963,-82.57323795,House,Entire home/apt,2,3,4,1,1,f,strict,,22.14285714,f
2847157,28801,35.5823,-82.55773,House,Private room,1,1,1,2,2,f,moderate,f,38.5,t
2854224,28803,35.55019043,-82.53375236,Other,Private room,0.5,1,1,2,3,f,strict,,27.5,f
2925486,28805,35.58693,-82.50327,Entire residential home,Entire home/apt,1,1,3,1,1,t,moderate,f,35,t
2943116,28806,35.5545,-82.6244,Entire guest suite,Entire home/apt,1,1,1,2,1,f,moderate,f,50,t
2949571,28806,35.59595,-82.63034,Entire bungalow,Entire home/apt,1,2,2,2,1,f,moderate,f,25.8,t
2987695,28804,35.65853694,-82.5759113,Apartment,Entire home/apt,1,0,2,2,1,f,strict,,23.75,t
3018908,28806,35.58048,-82.5787,House,Entire home/apt,1,2,2,2,2,t,moderate,f,39.75,t
3040444,28801,35.60329,-82.55617,Entire guest suite,Entire home/apt,1,1,1,2,3,t,strict_14_with_grace_period,f,51,t
3042647,28732,35.43664178,-82.45587038,House,Private room,1,1,2,1,3,f,moderate,,17.5,t
3066648,28801,35.59215,-82.5664,Entire residential home,Entire home/apt,1,1,1,60,4,t,moderate,f,42.5,t
3084395,28804,35.6241,-82.53003,Entire bungalow,Entire home/apt,1,2,2,1,6,t,strict_14_with_grace_period,f,38.25,t
3089882,28806,35.57419645,-82.62603703,House,Private room,1,1,1,1,1,f,moderate,,27.5,t
3095136,28806,35.59519,-82.63967,Entire cabin,Entire home/apt,1,3,3,1,6,t,strict_14_with_grace_period,f,35.16666667,t
3116699,28804,35.62352,-82.52959,Entire residential home,Entire home/apt,2,3,3,1,6,t,strict_14_with_grace_period,f,26.125,t
3220474,28803,35.49069,-82.51348,Private room in residential home,Private room,1,1,1,1,2,f,strict_14_with_grace_period,f,23,t
3225871,28732,35.4394,-82.50569,Entire guest suite,Entire home/apt,1,1,1,1,1,f,moderate,f,16.5,t
3244166,28801,35.6018,-82.54328,Room in boutique hotel,Hotel room,1,1,1,1,2,f,moderate,f,125,t
3268055,28806,35.58751,-82.63689,Entire guest suite,Entire home/apt,1,1,2,2,5,f,strict_14_with_grace_period,f,36,t
3268390,28804,35.62885138,-82.57130682,Guest suite,Entire home/apt,1,0,1,1,2,f,moderate,f,42.5,t
3268747,,35.57215,-82.53483,Entire rental unit,Entire home/apt,,2,0,3,0,f,,,42.5,f
3297865,28804,35.65765093,-82.57585198,House,Entire home/apt,1,1,2,2,2,f,moderate,,30,t
3300523,28801,35.60122,-82.5396,Apartment,Entire home/apt,1,1,2,30,1,f,strict_14_with_grace_period,f,25,f
3302863,28803,35.51061,-82.52767,Condominium,Entire home/apt,2,2,2,30,2,f,moderate,f,24.75,t
3314819,28803,35.49097,-82.51284,Private room in residential home,Private room,1,1,1,1,2,f,strict_14_with_grace_period,f,14,t
3319125,28806,35.56125,-82.61772,Guesthouse,Entire home/apt,1,0,1,2,3,f,strict_14_with_grace_period,f,21,f
3322161,28806,35.57949,-82.58714,Bungalow,Entire home/apt,2,2,2,30,2,f,strict_14_with_grace_period,f,35,f
3331316,28759,35.40863703,-82.56754143,House,Entire home/apt,2,2,4,2,1,f,moderate,,23.33333333,t
3369973,28803,35.58215,-82.5475,Entire residential home,Entire home/apt,2,2,2,2,1,t,flexible,f,40,t
3372382,28805,35.61152366,-82.48037155,House,Private room,1,1,1,2,4,f,moderate,,37.5,t
3378971,28704,35.48182058,-82.5514656,Apartment,Entire home/apt,2,2,2,3,3,f,strict,,20.75,t
3385254,28704,35.48084048,-82.54975088,Apartment,Private room,1,1,1,1,3,t,strict,,25,t
3390324,28801,35.60188,-82.5502,Entire house,Entire home/apt,1,1,1,30,1,f,moderate,f,37.5,f
3402624,28805,35.63253581,-82.46793065,House,Entire home/apt,2,3,3,3,2,f,strict,,32.5,f
3403609,28806,35.5748647,-82.62286007,House,Private room,1,1,1,2,1,f,moderate,f,41,t
3404146,28801,35.60669,-82.54728,House,Entire home/apt,2.5,2,2,3,2,t,moderate,f,69.75,t
3405282,28801,35.61206,-82.5441,Entire cabin,Entire home/apt,1,1,2,29,1,f,moderate,f,25,t
3424947,28804,35.62972,-82.58694,Apartment,Entire home/apt,1,1,1,2,1,t,moderate,f,60,t
3439245,28801,35.60061,-82.55857,House,Entire home/apt,1.5,3,4,2,1,f,moderate,f,40.83333333,f
3445336,,35.59183,-82.54579,Entire residential home,Entire home/apt,,2,2,30,2,f,,,50,f
3445948,28801,35.60559281,-82.5500649,House,Entire home/apt,1,2,2,2,1,f,strict,,62.5,f
3454237,28805,35.59006,-82.50414,Entire bungalow,Entire home/apt,1,2,2,30,1,f,moderate,f,22.5,f
3455514,28806,35.569544,-82.59682272,House,Private room,1,1,1,1,1,f,moderate,f,29.5,t
3506747,28801,35.59563185,-82.55069153,House,Entire home/apt,1,1,1,2,1,f,strict,,80,t
3521019,28806,35.55245124,-82.63425193,House,Private room,1,1,1,2,1,t,moderate,f,13.5,t
3522134,28806,35.58501,-82.60828,Entire house,Entire home/apt,2,3,3,30,1,f,moderate,f,10.83333333,f
3522532,28806,35.58012,-82.60711,Entire guesthouse,Entire home/apt,1,0,1,30,2,f,strict_14_with_grace_period,f,26,t
3529241,28801,35.60233,-82.56226,Entire guesthouse,Entire home/apt,1,0,1,7,1,t,moderate,f,125,t
3544255,28806,35.5860041,-82.63440164,Camper/RV,Entire home/apt,1,1,2,2,5,f,strict,,32.5,t
3563156,28806,35.57729,-82.60579,Private room in cottage,Private room,1,1,0,2,1,f,moderate,f,27.5,t
3563399,28801,35.60983,-82.56056,Apartment,Entire home/apt,1,1,1,1,3,t,moderate,f,39,t
3569783,28806,35.57623267,-82.59553118,House,Entire home/apt,1,2,2,1,1,f,flexible,,31.25,t
3569949,28804,35.63273,-82.5769,Entire bungalow,Entire home/apt,1,2,2,1,3,t,moderate,f,24.25,t
3571135,28715,35.45574667,-82.72605233,Apartment,Entire home/apt,1.5,2,3,2,1,f,moderate,,33.75,t
3574658,28806,35.58661635,-82.5804642,House,Entire home/apt,1,2,2,2,2,f,moderate,,35,f
3575037,28806,35.57581605,-82.57187492,House,Private room,1,1,1,1,2,f,flexible,,25,f
3585613,28732,35.50914476,-82.44985195,House,Entire home/apt,2.5,3,4,3,1,f,strict,,41.66666667,f
3590634,28803,35.54661,-82.4924,Entire cabin,Entire home/apt,1,1,1,2,2,t,moderate,f,63,t
3645277,28806,35.57446578,-82.57383875,House,Private room,1,1,2,1,2,f,moderate,,21.25,f
3649639,28801,35.60815,-82.56361,Entire rental unit,Entire home/apt,1,1,3,1,2,f,moderate,f,16,t
3654375,28801,35.60961,-82.56742,Entire residential home,Entire home/apt,1,1,2,120,2,f,strict_14_with_grace_period,f,32.75,t
3655370,28805,35.62259913,-82.50417329,House,Entire home/apt,3,3,3,2,5,f,strict,,37.5,f
3694260,,35.60454,-82.56887,Entire house,Entire home/apt,,3,3,3,0,f,,,50,f
3738456,28732,35.43717,-82.46232,House,Private room,2,1,3,3,1,f,strict_14_with_grace_period,f,37.5,f
3741771,28806,35.57965,-82.58172,Entire guest suite,Entire home/apt,1,1,1,1,3,f,strict_14_with_grace_period,f,34,f
3741932,28806,35.58627,-82.57852,Bungalow,Entire home/apt,1.5,1,1,1,2,f,moderate,f,275,f
3757445,28732,35.40770177,-82.49648914,House,Entire home/apt,2,3,5,2,1,f,moderate,,22.5,f
3767793,28806,35.63595,-82.6494,Entire residential home,Entire home/apt,2.5,2,5,3,6,f,strict_14_with_grace_period,f,158.4,t
3771939,28806,35.57446455,-82.6020218,House,Entire home/apt,1,2,3,2,1,f,strict,,28,t
3781780,28806,35.57588648,-82.5896747,Bungalow,Private room,1,1,1,2,1,f,moderate,f,18.5,t
3811634,28806,35.54562,-82.60955,House,Entire home/apt,2,3,0,3,2,t,moderate,f,18.57142857,f
3812110,28806,35.5732123,-82.60791761,Apartment,Entire home/apt,1,2,4,1,1,f,strict,f,16,t
3812545,28805,35.61254,-82.47409,Entire house,Entire home/apt,2,3,3,2,1,f,strict_14_with_grace_period,f,22.33333333,t
3821004,28806,35.597855,-82.596458,Private room in residential home,Private room,1,1,1,3,0,f,strict,,38,f
3852773,28804,35.62243384,-82.55374533,House,Private room,1,1,1,1,2,f,moderate,,20,f
3867523,28805,35.58154835,-82.47873539,Guesthouse,Entire home/apt,1,1,1,30,2,t,moderate,f,89.5,t
3868452,28806,35.61309,-82.59688,Entire cabin,Entire home/apt,2,3,3,3,1,f,strict_14_with_grace_period,f,45.66666667,t
3868910,28801,35.59157,-82.56673,Entire guest suite,Entire home/apt,1,1,1,2,1,t,strict_14_with_grace_period,f,41.33333333,t
3878052,28715,35.55117151,-82.63771452,House,Entire home/apt,2,3,6,2,1,f,strict,,15.44444444,t
3888565,28804,35.62917,-82.53909,House,Private room,1,1,1,1,2,f,strict_14_with_grace_period,f,44.5,t
3888845,28805,35.61288,-82.52512,Private room in house,Private room,1.5,1,1,1,9,f,strict_14_with_grace_period,f,65.5,t
3889212,28806,35.5989,-82.59319,Entire guesthouse,Entire home/apt,1,1,1,2,3,t,strict_14_with_grace_period,f,50,t
3893957,28804,35.63144,-82.57171,House,Entire home/apt,2,3,6,2,3,f,strict_14_with_grace_period,f,39,f
3896614,28806,35.57697665,-82.58342173,House,Private room,1,1,3,1,2,f,strict,,37.5,f
3924937,28804,35.62909,-82.58608,Entire residential home,Entire home/apt,1,2,2,1,0,f,strict_14_with_grace_period,f,39,t
3935444,28805,35.60792313,-82.48052611,House,Private room,1.5,1,1,2,4,f,moderate,,24.5,t
3945733,28801,35.61053,-82.55582,Entire rental unit,Entire home/apt,1,0,1,1,2,t,flexible,f,36.66666667,t
3961524,28804,35.62936,-82.53774,House,Private room,1,1,3,1,2,f,strict_14_with_grace_period,f,24.75,t
3968877,28804,35.62881,-82.57323,Entire rental unit,Entire home/apt,1,1,1,2,1,t,moderate,f,43.33333333,t
3984596,28806,35.57489,-82.57172,Entire residential home,Entire home/apt,3,5,9,2,1,t,strict_14_with_grace_period,f,30.33333333,t
3986614,28804,35.622231,-82.561401,Entire guest suite,Entire home/apt,1,1,3,2,3,t,flexible,f,16.5,t
3990524,28806,35.58006,-82.58663,Private room in residential home,Private room,1,1,1,1,1,f,flexible,f,27.5,t
4004576,28715,35.51167861,-82.6851935,Treehouse,Private room,2,1,1,1,3,f,flexible,,14.5,t
4021238,28801,35.60314,-82.55837,House,Entire home/apt,1,1,1,3,1,f,strict_14_with_grace_period,f,72.5,f
4039010,28803,35.56583034,-82.51996556,House,Entire home/apt,2,3,6,3,2,f,moderate,,20.83333333,f
4044976,28805,35.60973035,-82.48164473,House,Private room,1,1,1,2,4,f,moderate,,29.5,t
4045013,28804,35.653435,-82.542511,Entire cottage,Entire home/apt,1,1,1,2,2,t,strict_14_with_grace_period,f,140,t
4054144,28801,35.60328,-82.55942,House,Entire home/apt,2.5,3,3,2,1,f,moderate,f,28.14285714,f
4060879,28803,35.55435418,-82.48606508,House,Private room,1,1,1,1,1,f,moderate,,35,f
4108784,28804,35.62284,-82.60681,Entire cabin,Entire home/apt,1,2,3,2,1,t,moderate,f,15.4,t
4124504,28803,35.57347,-82.53753,Entire guest suite,Entire home/apt,1,2,2,2,1,f,moderate,f,24.75,t
4129119,28804,35.6154,-82.5552,Private room in residential home,Private room,1,1,1,1,1,f,flexible,f,36,t
4145255,28806,35.5767,-82.57046,House,Private room,1.5,2,2,2,1,t,flexible,f,18,t
4173713,28804,35.65384,-82.54235,Entire cottage,Entire home/apt,1,1,1,2,2,t,strict_14_with_grace_period,f,120,t
4174356,28801,35.5904,-82.5582,House,Entire home/apt,1,2,0,1,1,t,strict_14_with_grace_period,f,49.75,t
4174407,28715,35.55986636,-82.72520934,Cabin,Entire home/apt,2,3,3,2,2,f,strict,,33.33333333,f
4182500,28803,35.56019,-82.50709,House,Private room,1,1,1,1,2,t,flexible,f,37.5,t
4183263,28801,35.60363,-82.55172,House,Private room,1,1,1,2,5,f,moderate,f,32.5,t
4191204,28801,35.6045,-82.55213,House,Private room,1.5,1,1,2,5,f,moderate,f,32.5,t
4215788,28806,35.59057229,-82.61075599,House,Private room,1,1,1,2,2,f,moderate,,32.5,t
4226713,28805,35.6176979,-82.50500312,House,Entire home/apt,2.5,5,5,2,1,f,strict,f,47.5,f
4234376,28803,35.56956432,-82.50115169,House,Entire home/apt,1,2,2,2,1,f,strict,,31.25,t
4241484,28803,35.54616,-82.51704,Entire residential home,Entire home/apt,1,3,3,2,2,f,moderate,f,18.66666667,t
4249688,28806,35.57753,-82.60998,Guest suite,Entire home/apt,1,1,2,2,2,t,flexible,f,22.25,t
4276630,28801,35.606096,-82.5660118,House,Private room,1,1,1,1,2,f,flexible,,39.5,t
4279383,28805,35.59107548,-82.44947086,House,Private room,1,1,1,1,1,f,moderate,,59,f
4285157,28805,35.58668,-82.50199,Private room in residential home,Private room,1,0,1,30,4,f,strict_14_with_grace_period,f,54,t
4288329,28803,35.55121508,-82.52949579,House,Private room,1,1,1,2,1,f,flexible,,17.5,f
4304358,28805,35.58668,-82.50199,Private room in residential home,Private room,1,1,1,30,4,f,strict_14_with_grace_period,f,29,t
4304361,28805,35.58668,-82.50199,Private room in house,Private room,2,1,1,2,4,f,strict_14_with_grace_period,f,75,t
4311472,28805,35.58888,-82.5174,House,Private room,1,1,1,1,1,t,flexible,f,39,t
4320996,28805,35.58713395,-82.4904543,Other,Entire home/apt,1,0,1,2,1,f,strict,,47.5,t
4350783,28732,35.4374416,-82.45558584,House,Private room,1,1,1,1,3,f,moderate,,17.5,t
4362574,28806,35.58908,-82.62075,Entire guest suite,Entire home/apt,1,1,1,3,1,f,moderate,f,84.5,f
4363562,28801,35.61355,-82.55445,House,Private room,1,1,1,2,0,f,moderate,f,29.5,f
4374951,28704,35.46541,-82.5171,Guest suite,Entire home/apt,1,1,1,2,2,t,flexible,f,27,t
4375081,28704,35.4475,-82.51313,Entire cabin,Entire home/apt,2,2,4,3,2,t,flexible,f,24.25,t
4387472,28806,35.59465897,-82.61111741,House,Private room,1,1,1,2,1,f,moderate,,44.5,f
4394670,28804,35.63595,-82.53366,Entire residential home,Entire home/apt,1,1,2,2,1,f,moderate,f,15.5,t
4394761,28801,35.61244,-82.55724,Entire rental unit,Entire home/apt,1,1,1,1,2,t,strict_14_with_grace_period,f,27.25,t
4411561,28715,35.51118051,-82.68637618,Other,Shared room,2,1,1,1,3,f,flexible,,8,t
4429169,28803,35.54997,-82.48095,Private room in house,Private room,1,1,1,2,1,f,moderate,f,37.5,t
4431352,28801,35.6011743,-82.56416786,Apartment,Entire home/apt,1,1,2,1,1,f,flexible,,49.66666667,f
4444689,28801,35.608044,-82.55942366,House,Entire home/apt,2,3,3,2,1,f,moderate,,37.5,f
4448604,28804,35.622231,-82.561401,Entire guest suite,Entire home/apt,1,1,2,2,3,t,flexible,f,10.5,t
4449084,28801,35.60717603,-82.56061208,House,Private room,1,1,1,1,1,f,moderate,,30,t
4464909,28803,35.52804901,-82.52597142,Apartment,Private room,1,1,1,2,1,f,moderate,,26,t
4484272,28805,35.61868964,-82.50685593,House,Entire home/apt,2,3,4,2,1,f,moderate,f,37.5,f
4510499,28803,35.57564,-82.54149,House,Entire home/apt,2,3,3,1,1,f,flexible,f,37.5,f
4515772,28801,35.59191,-82.54488,Entire residential home,Entire home/apt,1,2,2,30,2,f,flexible,f,100,f
4527048,,35.57474,-82.54074,Entire residential home,Entire home/apt,,2,4,3,1,f,,,30,f
4530102,28704,35.48218886,-82.54922123,Apartment,Private room,1,1,1,1,3,t,strict,,30,t
4547909,,35.57477,-82.60111,Apartment,Entire home/apt,1,1,1,1,0,f,strict_14_with_grace_period,f,50,f
4572330,28803,35.55025401,-82.53470361,House,Private room,1,1,1,1,1,t,moderate,f,37.5,t
4583056,28801,35.60619,-82.54947,Entire residential home,Entire home/apt,2.5,2,2,21,2,f,moderate,f,109.5,t
4587394,28805,35.58712,-82.49266,Entire cabin,Entire home/apt,1,1,1,90,1,t,moderate,f,36,t
4593058,28803,35.56647,-82.53267,House,Entire home/apt,1,3,3,30,4,f,strict_14_with_grace_period,f,13.66666667,t
4608346,28806,35.57653722,-82.57603481,House,Private room,1,2,2,2,1,f,flexible,f,13.33333333,t
4635823,28803,35.58059318,-82.53663523,Apartment,Entire home/apt,1,2,2,3,1,f,moderate,,25,f
4653093,28715,35.51318844,-82.68504405,Other,Private room,2,1,1,1,3,f,flexible,,13,t
4662490,28806,35.58205,-82.59246,Apartment,Entire home/apt,2.5,1,1,1,1,f,flexible,f,175,f
4679159,28801,35.58547252,-82.55076444,House,Private room,1,1,1,1,11,t,strict_14_with_grace_period,f,23,f
4764715,28806,35.57339,-82.5734,Entire apartment,Entire home/apt,1,1,1,30,1,t,flexible,f,52.5,t
4811980,28805,35.60544,-82.46988,Private room in residential home,Private room,1,2,2,2,1,t,moderate,f,31.25,t
4815479,28801,35.60265,-82.55657,Apartment,Entire home/apt,1,1,1,3,4,t,strict_14_with_grace_period,f,75,t
4830661,28806,35.58013861,-82.57741983,House,Entire home/apt,1,1,2,2,2,f,strict_14_with_grace_period,f,33.5,t
4831087,28805,35.58651,-82.50186,Entire apartment,Entire home/apt,1,0,1,2,4,f,strict,f,45,t
4846733,28732,35.4456,-82.46756,Entire cabin,Entire home/apt,3,3,6,2,2,f,strict_14_with_grace_period,f,33.375,t
4874279,28805,35.59601255,-82.51822427,House,Private room,1,1,1,1,1,f,flexible,,65,f
4875054,28806,35.57923,-82.57162,Entire loft,Entire home/apt,1,0,1,2,1,f,moderate,f,48,t
4895765,28803,35.57424,-82.53288,Entire rental unit,Entire home/apt,1,1,2,2,1,t,flexible,f,27.75,t
4907244,28801,35.59985773,-82.55726179,Bed & Breakfast,Entire home/apt,5,5,5,2,7,f,strict,,85,f
4917118,28801,35.60774675,-82.55990161,House,Private room,1,1,1,1,1,f,moderate,,35,t
4921557,28801,35.58592406,-82.55128066,House,Private room,1,1,1,2,2,t,moderate,,37.5,t
4928835,28805,35.59931436,-82.46569698,House,Entire home/apt,1,2,3,3,2,t,strict,,43.75,f
4931736,28806,35.58165,-82.59795,Entire residential home,Entire home/apt,1,1,1,30,0,f,moderate,f,53,f
4937473,28806,35.58627,-82.57656,Bungalow,Private room,1,1,1,1,2,f,moderate,f,47.5,f
4937608,28801,35.60512023,-82.56562429,House,Private room,1,1,1,1,1,f,flexible,,54.5,f
4939317,28806,35.58605,-82.57604,House,Entire home/apt,2,3,3,28,1,f,moderate,f,16.8,f
4984181,28806,35.50705,-82.60914,Apartment,Entire home/apt,1,1,2,2,1,t,moderate,f,20,t
4994407,28804,35.62464,-82.52114,Entire cabin,Entire home/apt,2,3,4,3,4,f,strict_14_with_grace_period,f,41.66666667,t
5073757,28803,35.56156446,-82.51061131,Apartment,Entire home/apt,1,1,1,3,1,f,flexible,,32.5,f
5114762,28806,35.58072,-82.59573,Entire guest suite,Entire home/apt,1,2,3,1,2,f,moderate,f,24.8,t
5124601,28805,35.64176089,-82.45455708,House,Entire home/apt,2.5,4,4,2,1,f,moderate,,34.375,t
5131525,28806,35.57868,-82.58751,Guesthouse,Entire home/apt,1,1,1,30,2,f,moderate,f,48.5,t
5143335,28715,35.57279387,-82.68122409,Apartment,Entire home/apt,1,1,1,1,2,t,strict,,30,t
5143684,28805,35.58132098,-82.5112437,House,Entire home/apt,2,4,8,2,2,f,strict,,15,f
5144212,28801,35.59623,-82.55357,Entire rental unit,Entire home/apt,1,0,1,1,8,f,flexible,f,153.5,t
5151226,28805,35.60858,-82.48867,Entire residential home,Entire home/apt,2.5,3,6,3,3,f,moderate,f,34.7,t
5152307,28806,35.57901132,-82.59215144,Bungalow,Entire home/apt,1,1,2,2,2,t,flexible,,45,f
5170218,28806,35.57758,-82.60562,Bungalow,Entire home/apt,1,2,2,1,1,f,strict_14_with_grace_period,f,19.25,t
5193198,28804,35.66566139,-82.5863778,Cabin,Private room,1,1,1,1,1,f,moderate,,27.5,t
5213038,28801,35.60065,-82.55765,Entire residential home,Entire home/apt,1.5,2,4,60,1,f,strict_14_with_grace_period,f,45,f
5226605,28803,35.56221662,-82.50951432,House,Private room,1,1,1,1,1,f,moderate,,44.5,f
5231708,28806,35.5734288,-82.61233264,House,Entire home/apt,2,3,4,2,1,t,strict,,24.375,f
5261984,28804,35.60278,-82.5356,Entire house,Entire home/apt,2.5,3,0,30,1,f,strict_14_with_grace_period,f,22.5,f
5262825,28801,35.60503,-82.54634,Apartment,Entire home/apt,2,2,3,1,1,t,moderate,f,16,f
5279661,28803,35.57708916,-82.53685635,House,Private room,1,1,1,2,1,f,moderate,,42.5,f
5288006,28806,35.573,-82.62892,House,Private room,1,1,2,1,1,f,strict_14_with_grace_period,f,26.66666667,t
5316343,28715,35.47891121,-82.75115853,Cabin,Private room,1,1,1,1,3,f,strict,,32.5,f
5318520,28715,35.47832624,-82.75328262,House,Entire home/apt,1.5,2,4,2,3,f,moderate,,25,f
5333015,28803,35.56642,-82.54681,Entire guesthouse,Entire home/apt,1,1,3,2,1,f,strict_14_with_grace_period,f,50,f
5336187,28704,35.46994,-82.55996,Entire rental unit,Entire home/apt,1,1,1,30,2,f,strict_14_with_grace_period,f,24.5,f
5344892,28805,35.62436,-82.49177,Private room in residential home,Private room,1,1,1,2,1,t,moderate,f,49.5,t
5354494,28806,35.57472,-82.59006,Apartment,Entire home/apt,1,2,2,30,2,t,moderate,f,11.8,t
5355078,28801,35.60145855,-82.55777245,Bed & Breakfast,Private room,1,1,2,2,7,f,strict,,49.75,f
5364985,28803,35.56750598,-82.53529268,House,Entire home/apt,1.5,2,2,30,1,f,strict_14_with_grace_period,f,21.25,f
5382711,28732,35.43787687,-82.45469895,House,Private room,1,1,3,1,3,f,moderate,,12.25,t
5395353,28804,35.63722322,-82.57797949,Guest suite,Entire home/apt,1,1,1,2,1,t,moderate,f,47.5,t
5402001,28801,35.60329579,-82.5456937,Apartment,Entire home/apt,1,1,1,1,2,t,flexible,,50,f
5405078,28803,35.54798,-82.49669,Entire guest suite,Entire home/apt,1,1,1,2,1,t,moderate,f,45,t
5444377,28715,35.46637524,-82.75390994,Apartment,Entire home/apt,1,1,2,2,1,t,strict,,18.75,f
5464591,28806,35.5751,-82.59686,Entire bungalow,Entire home/apt,1,2,3,1,2,t,strict_14_with_grace_period,f,27.66666667,t
